Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,year,Amount in Millions
Yolo,2019.0,Gurugram,Transport & Logistics,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed,2020,0.6
Unotech,2011.0,Mumbai,Technology,It develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,Series,2020,2.0
Zetwerk,2018.0,Bangalore,Technology,B2B marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital,2200000.0,Series,2020,2.2
CureSkin,2017.0,Bangalore,Technology,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures,500000.0,Series,2020,0.5
WizKlub,2018.0,Bangalore,Technology,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed,2020,0.98253
Interviewbit,2014.0,Pune,Technology,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series,2020,200.0
MoneyTap,2016.0,Bangalore,Technology,App-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0,Series,2020,70.1852
Uniplatform Tech,2015.0,New Delhi,Technology,Runs real estate SaaS platform MultiplyMyLeads.com.,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP",3000000.0,Series,2020,3.0
INdwealth,2016.0,Gurugram,Technology,An Artificial Intelligence and Machine learning based wealth management platform,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0,Series,2020,12.0
Bizongo,2015.0,Mumbai,Technology,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series,2020,30.0
AppsFlyer,2011.0,Bangalore,Technology,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series,2020,210.0
Digit Insurance,2016.0,Bangalore,Technology,General Insurance Company,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital",84000000.0,Series,2020,84.0
Livspace,2014.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts",It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series,2020,60.0
GetVantage,2016.0,Mumbai,Technology,Revenue based finance provider,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",3000000.0,Seed,2020,3.0
Konfinity,2018.0,Noida,Technology,Provides online coding courses,"Navratn Singh, Kamal Pandey",Angel investors,3000000.0,Series,2020,3.0
Pine Labs,2016.0,Noida,Technology,Retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,3000000.0,Series,2020,3.0
Instoried,2016.0,New Delhi,Technology,Augmented writing platform which improves customer interest and engagement.,Sharmin Ali,"SOSV, Chinaccelerator",3000000.0,Series,2020,3.0
Nupay,2016.0,Haryana,Finance,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts","Neeraj Singh, Alok Arora",Venture Catalysts,3000000.0,Series,2020,3.0
LogiNext,2016.0,Bangalore,Technology,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital",39000000.0,Series,2020,39.0
Samosa Singh,2016.0,Bangalore,"Food, Hospitality, Tourism & Travel",Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series,2020,2.7
Crysta,2018.0,New Delhi,Technology,Offers diagnostic and screening services with regular counselling and clinical data management,Byju Raveendran,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Series,2020,1.4034
Eupheus Learning,2017.0,New Delhi,Technology,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series,2020,4.3
Bounce,2014.0,Bangalore,Real Estate,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,Series,2020,105.0
Park+,2016.0,Bangalore,Technology,It is engaged in bringing digitization in parking,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,Series,2020,11.0
Goodmylk,2017.0,Bangalore,Technology,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed,2020,0.4
SmartKarrot,2019.0,Bangalore,Technology,It tracks customers’ real-time digital behaviour,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors,1000000.0,Series,2020,1.0
Skylo,2017.0,Bangalore,Technology,Provides affordable and ever present network that connects machines or sensors,Trivedi,SoftBank Group,103000000.0,Series,2020,103.0
Tea Trunk,2013.0,Goa,"Food, Hospitality, Tourism & Travel",Global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors,220000.0,Series,2020,0.22
Zoomcar,2013.0,Bangalore,Real Estate,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series,2020,30.0
Mera Cashier,2019.0,Noida,Technology,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed,2020,0.25
Samya AI,2019.0,Bangalore,Technology,Revenue growth AI startup in the consumer packed goods (CPG) space,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,6000000.0,Seed,2020,6.0
Kristal AI,2016.0,Bangalore,Technology,Provides Algorithm-based financial services,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,6000000.0,Series,2020,6.0
Invento Robotics,2016.0,Bangalore,Technology,Known for Mitra Series of Robots,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed,2020,0.2813
Zimyo,2018.0,Gurugram,Technology,Automates everyday HR processes with integrated solutions,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),3000000.0,Series,2020,3.0
Sabse Sasta Dukaan,2016.0,Kolkata,Technology,Online pharmacy dealing in medicines,"Anish Agarwal, Anant Jain",Angel investors,3000000.0,Series,2020,3.0
Fitphilia,2016.0,Mumbai,Technology,Provides IoT-enabled treadmill,Nirav Patil,Angel investors,3000000.0,Series,2020,3.0
Medicus,2016.0,Mumbai,Technology,AI-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah",Angel investors,12700.0,Series,2020,0.0127
Monech,2016.0,Mumbai,Technology,Automated platform which will help users to take their financial decisions,Byju Raveendran,Angel investors,12700.0,Seed,2020,0.0127
Teach Us,2016.0,Bangalore,Technology,Educational portal which enables the students to access information related to education at one common platform,Byju Raveendran,Angel investors,12700.0,Seed,2020,0.0127
Dealberg,2016.0,Bangalore,Technology,Deals in office supplies,Abhishek Emmanuel,Undisclosed,3000000.0,Series,2020,3.0
Phenom People,2010.0,Bangalore,Technology,It redefines the means to search for a job and recruit top talent,Mahe Bayireddi,WestBridge Capital,30000000.0,Series,2020,30.0
Extra Edge,2016.0,Pune,Technology,Admission Marketing Automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Series,2020,0.7
Capital Quotient,2016.0,Bangalore,Technology,Investment advisor,Sousthav Chakrabarty,Undisclosed,600000.0,Series,2020,0.6
Karfa,2016.0,New Delhi,E-Commerce & Retail,It sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,Seed,2020,0.025
Gamerji,2019.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts",Esports tournament platform,"Soham Thacker, Varun Gajjar",La Gajjar Group,400000.0,Series,2020,0.4
Bounce,2014.0,Bangalore,Real Estate,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series,2020,97.5
Zinier,2015.0,Bangalore,Technology,Provides intelligent field service automation,Arka Dhar,ICONIQ Capital,90000000.0,Series,2020,90.0
ProEves,2016.0,New Delhi,Technology,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed,2020,0.507
Toddle,2016.0,Bangalore,Technology,Collaboration and productivity platform for teachers across the world,"Deepanshu Arora, Parita Parekh",Matrix Partners India,3000000.0,Series,2020,3.0
Aesthetic Nutrition,2018.0,Bangalore,"Food, Hospitality, Tourism & Travel",Markets and sells chewable dietary supplements,Divij Bajaj,DSG Consumer Partners,3000000.0,Series,2020,3.0
Capital Float,2013.0,Bangalore,Technology,Digital lending,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,Series,2020,15.0
Ninjacart,2015.0,Bangalore,Technology,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series,2020,10.0
TechnifyBiz,2017.0,Bangalore,Technology,Online marketplace for non-perishable food items,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2000000.0,Seed,2020,2.0
Wysh,2019.0,Hyderabad,E-Commerce & Retail,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2000000.0,Series,2020,2.0
Keito,2016.0,Pune,Technology,Enterprise productivity startup,Amal PS,Suma Soft Pvt Ltd,160000.0,Seed,2020,0.16
Klub,2019.0,Bangalore,Technology,Provides growth financing to high-affinity brands,"Anurakt Jain, Ishita Verma",Sequoia Surge,2000000.0,Pre-seed,2020,2.0
Aadhar,2017.0,Mumbai,E-Commerce & Retail,Ayurveda wellness and lifestyle consumer brand,Byju Raveendran,"Sprout Venture Partners, JITO Angel Network, LetsVenture",3000000.0,Seed,2020,3.0
IncubateHub,2016.0,Bangalore,Technology,Provides platform for Corporates to connect establish brand presence among innovation community,Rajiv Mukherjee,Venture Catalysts,3000000.0,Series,2020,3.0
Rage Coffee,2016.0,New Delhi,E-Commerce & Retail,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Bharat Sethi,Refex Capital,3000000.0,Series,2020,3.0
Skilancer,2016.0,Noida,Technology,Solar module cleaning system [MCS] providers,Neeraj Kumar,Venture Catalysts,3000000.0,Series,2020,3.0
Harappa Education,2016.0,New Delhi,Technology,Provides online courses on foundational skills,Pramath Raj Sinha,James Murdoch-led Lupa Systems,3000000.0,Series,2020,3.0
Rheo,2016.0,Bangalore,Technology,Online e-sports streaming and community platform,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,Series,2020,2.0
Axio Biosolutions,2016.0,Bangalore,Technology,Medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,Series,2020,5.2
Techbooze,2016.0,Bangalore,Services,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Mr. Subhashis Kar,Space Capital,15000000.0,Series,2020,15.0
PayMart,2015.0,Chandigarh,Technology,Provides cardless cash withdrawals through small merchants shops,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",3000000.0,Series,2020,3.0
Testbook,2016.0,Bangalore,Technology,Helps students prepare online for competitive exams,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,8400000.0,Series,2020,8.4
FabAlley,2012.0,Noida,E-Commerce & Retail,Online fashion store,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,1100000.0,Series,2020,1.1
HaikuJAM,2016.0,Bangalore,Technology,Creative writing mobile platform,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",3400000.0,Series,2020,3.4
Mamaearth,2016.0,Bangalore,E-Commerce & Retail,Online baby and mother care brand,"Ghazal Alagh, Varun Alagh",Sequoia India,18300000.0,Series,2020,18.3
Rentomojo,2014.0,Bangalore,Other,"Furniture, electronics, and appliance-centric consumer leasing platform",Geetansh Bamania,GMO Payment Gateway,2000000.0,Series,2020,2.0
Zomato,2016.0,Bangalore,Technology,Online food delivery and restaurant discovery platform,Deepinder Goyal,Ant Financial,150000000.0,Series,2020,150.0
Byju,2011.0,Bangalore,Technology,Provides online learning classes,Byju Raveendran,Tiger Global,200000000.0,Series,2020,200.0
Generico,2016.0,Mumbai,Technology,Generic medicine focussed retail chain,Siddharth Gadia,Alteria Capital,1400000.0,Series,2020,1.4
HighRadius,2016.0,Hyderabad,Technology,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,ICONIQ Capital,125000000.0,Series,2020,125.0
Chai Kings,2016.0,Chennai,"Food, Hospitality, Tourism & Travel",It offers a range of tea in various flavour,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),1000000.0,Series,2020,1.0
Rivigo,2014.0,Gurugram,Transport & Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra",Trifecta Capital,3400000.0,Series,2020,3.4
BuildPan,2019.0,Indore,Technology,"It helps developers to test, integrate and deploy apps","Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",3000000.0,Seed,2020,3.0
Shiksha,2008.0,Bangalore,Technology,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Kanav Sachdeva,Mumbai Angels Network,181000.0,Series,2020,0.181
Super Surfaces,2016.0,Hyderabad,Other,A design solution based company,Kumar Varma,Vishnu Reddy,500000.0,Series,2020,0.5
Quicko,2016.0,Ahmedabad,Finance,Online tax planning and filing platform,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter",280000.0,Series,2020,0.28
Satin Creditcare,2016.0,Gurugram,Technology,A micro finance company,Byju Raveendran,Austrian Bank,15000000.0,Series,2020,15.0
XpressBees,2015.0,Bangalore,Transport & Logistics,Provides end to end supply chain solutions,"Supam Maheshwari, Amitava Saha",Alibaba,10000000.0,Series,2020,10.0
FarmERP,2001.0,Pune,Technology,Smart agriculture management ERP software platform,"Santosh Shinde, Sanjay Borkar",TechnoGen,3000000.0,Series,2020,3.0
Wealth Bucket,2018.0,Bangalore,Technology,An online platform for mutual fund investments,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",3000000.0,Series,2020,3.0
GoMechanic,2016.0,New Delhi,Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series,2020,14.7
Fashor,2017.0,Chennai,"Fashion, Sports, Entertainment, Media & Arts",Women’s fashion and apparel,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,1000000.0,Series,2020,1.0
Leverage Edu,2016.0,New Delhi,Technology,AI enabled marketplace that provides career guidance,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures",1500000.0,Series,2020,1.5
EpiFi,2016.0,Bangalore,Technology,It offers customers with a single interface for all their financial and banking mandates,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",13200000.0,Seed,2020,13.2
Purplle,2012.0,Mumbai,HealthCare,Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Verlinvest,8000000.0,Series,2020,8.0
Shuttl,2015.0,New Delhi,Transport & Logistics,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,8043000.0,Series,2020,8.043
Pando,2017.0,Chennai,Technology,Networked logistics management software,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,9000000.0,Series,2020,9.0
Unbox Robotics,2019.0,Bangalore,Technology,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First",1200000.0,Series,2021,1.2
upGrad,2015.0,Mumbai,Technology,UpGrad is an online higher education platform.,"Mayank Kumar, Phalgun Kompalli, Ravijot Chugh, Ronnie Screwvala","Unilazer Ventures, IIFL Asset Management",120000000.0,Seed,2021,120.0
Lead School,2012.0,Mumbai,Technology,LEAD School offers technology based school transformation system that assures excellent learning for every child.,"Smita Deorah, Sumeet Mehta","GSV Ventures, Westbridge Capital",30000000.0,Series,2021,30.0
Bizongo,2015.0,Mumbai,E-Commerce & Retail,Bizongo is a business-to-business online marketplace for packaging products.,"Aniket Deb, Ankit Tomar, Sachin Agrawal","CDC Group, IDG Capital",51000000.0,Series,2021,51.0
FypMoney,2021.0,Hyderabad,Technology,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2000000.0,Seed,2021,2.0
